"filename","category","tags"
"phone-outcome","Communication","call,mobile,contact,dial"
"phone-paused","Communication","call,mobile,contact,dial"
"phone-plus","Communication","call,mobile,contact,dial,add,new,create,increase"
"phone-xmark","Communication","remove,error,call,mobile,contact,dial,close,cancel,delete,dismiss,clear,wrong"
"piggy-bank","Finance","money,finance,building,cash"
"pillow","Home","house,domestic,appliance,interior"
"pin","Organization","location,map,marker,attach"
"pin-slash","Organization","location,map,marker,attach"
"pine-tree","Nature","nature,plant,forest,green"
"pinterest","Social","network,share,community,people"
"pipe-3d","3D Editor","3d,modeling,mesh,render"
"pizza-slice","Food","food,slice,italian,meal"
"planet","Science","space,orbit,astro,science"
"planet-alt","Science","space,orbit,astro,science"
"planet-sat","Science","space,orbit,astro,science"
"planimetry","Buildings","architecture,city,place,urban"
"play","Music","start,run,media,video"
"playlist","Music","audio,song,instrument,sound"
"playlist-play","Music","start,run,media,video"
"playlist-plus","Music","add,new,create,increase"
"playstation-gamepad","Gaming","game,play,controller,fun"
"plug-type-a","Connectivity","port,access,connection,cable,socket,power,connect"
"plug-type-c","Connectivity","port,access,connection,cable,socket,power,connect"
"plug-type-g","Connectivity","port,access,connection,cable,socket,power,connect"
"plug-type-l","Connectivity","port,access,connection,cable,socket,power,connect"
"plus","Actions","add,new,create,increase"
"plus-circle","Actions","add,new,create,increase,round,radio,dot,shape"
"plus-square","Actions","add,new,create,increase,shape,box,checkbox,region"
"plus-square-dashed","Other","add,new,create,increase,shape,box,checkbox,region"
"png-format","Photos and Videos","media,image,camera,record"
"pocket","Social","save,tool,app,network,share,community,people"
"podcast","Communication","chat,message,contact,talk"
"pokeball","Gaming","pokemon,game,play,controller,fun"
"position","Maps","location,gps,travel,directions"
"position-align","Design Tools","alignment,layout,text,edge"
"post","Social","blog,article,mail,letter"
"potion","Gaming","power,superpower,energy,game,play,controller,fun"
"pound","Finance","money,payment,banking,budget"
"precision-tool","Design Tools","wrench,settings,build,repair"
"presentation","Business","slides,deck,keynote,pitch"
"printer","Devices","print,paper,office,device"
"printing-page","Devices","document,paper,file,site"
"priority-down","Business","important,flag,urgent,star"
"priority-high","Business","important,flag,urgent,star"
"priority-medium","Business","important,flag,urgent,star"
"priority-up","Business","important,flag,urgent,star"
"privacy-policy","Docs","document,file,paper,text"
"private-wifi","Connectivity","wireless,internet,signal,network"
"profile-circle","Users","user,round,person,radio,dot,shape"
"prohibition","Actions","ui,button,control,interface"
"project-curve-3d","3D Editor","bezier,spline,path,smooth"
"puzzle","Development","piece,game,solve,extension"
"qr-code","Other","code,scan,mobile,link,develop,programming,source,script"
"question-mark","Actions","help,faq,unknown,support"
"quote","Communication","chat,message,contact,talk"
"quote-message","Communication","chat,mail,dm,conversation"
"radiation","Science","lab,research,experiment,study"
"radius","Science","lab,research,experiment,study"
"rain","Weather","weather,storm,water,wet"
"raw-format","Photos and Videos","media,image,camera,record"
"receive-dollars","Finance","inbox,download,get,import"
"receive-euros","Finance","inbox,download,get,import"
"receive-pounds","Finance","inbox,download,get,import"
"receive-yens","Finance","inbox,download,get,import"
"redo","Actions","ui,button,control,interface"
"redo-action","Actions","ui,button,control,interface"
"redo-circle","Actions","round,radio,dot,shape"
"reduce","Photos and Videos","media,image,camera,record"
"refresh","Actions","reload,update,sync,rotate"
"refresh-circle","Actions","reload,update,sync,rotate,round,radio,dot,shape"
"refresh-double","Actions","reload,update,sync,rotate"
"reload-window","System","refresh,browser,os,computer,settings,desktop"
"reminder-hand-gesture","Gestures","touch,swipe,hand,mobile"
"repeat","Music","audio,song,instrument,sound"
"repeat-once","Music","audio,song,instrument,sound"
"reply","Communication","chat,message,contact,talk"
"reply-to-message","Communication","chat,mail,dm,conversation"
"report-columns","Activities","analytics,chart,summary,data"
"reports","Activities","sport,hobby,leisure,outdoor"
"repository","Git","git,github"
"restart","Actions","ui,button,control,interface"
"rewind","Music","back,previous,undo,media"
"rhombus","Shapes","diamond,shape,geometry,figure,vector,draw"
"rings","Activities","sport,hobby,leisure,outdoor"
"rocket","Science","space,nasa,esa,spacex,missile,launch,startup,ship"
"rook","Gaming","game,play,controller,fun"
"rotate-camera-left","Photos and Videos","spin,turn,orientation,pivot,photo,picture,lens,shoot,selfie"
"rotate-camera-right","Photos and Videos","spin,turn,orientation,pivot,photo,picture,lens,shoot,selfie"
"round-flask","Science","science,lab,chemistry,experiment"
"rounded-mirror","Home","reflect,symmetry,flip,house,domestic,appliance,interior"
"rss-feed","Social","news,network,share,community,people"
"rss-feed-tag","Social","news,label,badge,chip,price"
"rubik-cube","Science","3d,box,volume,solid"
"ruler","Design Tools","measure,size,distance,design"
"ruler-arrows","Design Tools","move,expand,measure,size,distance,design"
"ruler-combine","Design Tools","measure,size,distance,design"
"ruler-minus","Design Tools","remove,measure,size,distance,design,subtract,delete,collapse"
"ruler-plus","Design Tools","measure,size,distance,design,add,new,create,increase"
"running","Activities","run,jog,sport,fitness"
"safari","System","browser,web,internet,apple,computer,os,settings,desktop"
"safe","Finance","vault,security,deposit,lock"
"safe-arrow-left","Finance","vault,security,deposit,lock,direction,navigate,pointer,chevron,move"
"safe-arrow-right","Finance","vault,security,deposit,lock,direction,navigate,pointer,chevron,move"
"safe-open","Finance","vault,security,deposit,lock,door,access,launch,expand"
"sandals","Clothing","shoes,summer,footwear,fashion,apparel,outfit,wear,style"
"scale-frame-enlarge","Design Tools","border,art,picture,layout"
"scale-frame-reduce","Design Tools","border,art,picture,layout"
"scan-barcode","Shopping","qr,barcode,camera,detect,scan,sku,product,inventory"
"scan-qr-code","Other","qr,barcode,camera,detect,code,scan,mobile,link,develop,programming,source,script"
"scanning","Identity","auth,login,security,person"
"scarf","Clothing","neck,winter,warm,fashion,wrap"
"scissor","Editor","text,writing,format,content"
"scissor-alt","Editor","text,writing,format,content"
"screenshot","Photos and Videos","media,image,camera,record"
"sea-and-sun","Activities","day,brightness,weather,light"
"sea-waves","Activities","sport,hobby,leisure,outdoor"
"search","Organization","find,magnify,lookup,query"
"search-engine","System","google,duckduckgo,bing,find,magnify,lookup,query"
"search-window","System","find,magnify,lookup,query"
"secure-window","System","find,computer,os,settings,desktop"
"security-pass","Security","safe,lock,protect,privacy"
"select-edge-3d","3D Editor","modeling,blender,4d,3d,mesh,render"
"select-face-3d","3D Editor","modeling,blender,4d,3d,mesh,render"
"select-point-3d","3D Editor","modeling,blender,4d,3d,mesh,render,anchor,handle,node,bezier"
"select-window","System","find,computer,os,settings,desktop"
"selective-tool","Design Tools","wrench,settings,build,repair"
"send","Communication","share,submit,mail,deliver"
"send-diagonal","Communication","share,submit,mail,deliver"
"send-dollars","Finance","share,submit,mail,deliver"
"send-euros","Finance","share,submit,mail,deliver"
"send-mail","Communication","share,submit,mail,deliver,email,message,inbox,letter"
"send-pounds","Finance","share,submit,mail,deliver"
"send-yens","Finance","share,submit,mail,deliver"
"server","Connectivity","connection,computer,network,hosting,backend,cloud,database"
"server-connection","Connectivity","connection,computer,network,hosting,backend,cloud,database"
"settings","System","gear,preferences,options,config"
"settings-profiles","System","gear,preferences,options,config"
"share-android","Actions","export,social,link,send"
"share-ios","Actions","export,social,link,send"
"shield","Security","security,protection,firewall,safe,trust"
"shield-alert","Security","security,protection,firewall,safe,trust"
"shield-alt","Security","security,protection,firewall,safe,trust"
"shield-broken","Security","security,protection,firewall,safe,trust"
"shield-check","Security","security,protection,firewall,safe,trust,done,success,tick,approve,ok,complete"
"shield-download","Security","security,protection,firewall,safe,trust,save,import,fetch,get,file"
"shield-eye","Security","security,protection,firewall,safe,trust,view,watch,visibility,privacy"
"shield-loading","Security","security,protection,firewall,safe,trust"
"shield-minus","Security","security,protection,firewall,safe,trust,subtract,remove,delete,collapse"
"shield-plus-in","Security","security,protection,firewall,safe,trust,add,new,create,increase"
"shield-question","Security","security,protection,firewall,safe,trust,help,faq,unknown,support"
"shield-search","Security","security,protection,firewall,safe,trust,find,magnify,lookup,query"
"shield-upload","Security","security,protection,firewall,safe,trust,cloud,send,export,share"
"shield-xmark","Security","security,protection,firewall,safe,trust,close,cancel,delete,remove,dismiss,clear,wrong"
"shirt","Clothing","clothes,fashion,apparel,cotton"
"shirt-tank-top","Clothing","clothes,fashion,apparel,cotton"
"shop","Buildings","store,buy,market,retail"
"shop-four-tiles","Buildings","store,buy,market,retail"
"shop-four-tiles-window","Buildings","store,buy,market,retail"
"shop-window","Buildings","store,buy,market,retail"
"shopping-bag","Shopping","cart,buy,store,checkout,bag,ecommerce,luggage,suitcase,travel,pack"
"shopping-bag-arrow-down","Shopping","cart,buy,store,checkout,bag,ecommerce,luggage,suitcase,travel,pack,direction,navigate,pointer,chevron,move"
"shopping-bag-arrow-up","Shopping","cart,buy,store,checkout,bag,ecommerce,luggage,suitcase,travel,pack,direction,navigate,pointer,chevron,move"
"shopping-bag-check","Shopping","cart,buy,store,checkout,bag,ecommerce,luggage,suitcase,travel,pack,done,success,tick,approve,ok,complete"
"shopping-bag-minus","Shopping","cart,buy,store,checkout,bag,ecommerce,luggage,suitcase,travel,pack,subtract,remove,delete,collapse"
"shopping-bag-plus","Shopping","cart,buy,store,checkout,bag,ecommerce,luggage,suitcase,travel,pack,add,new,create,increase"
"shopping-bag-pocket","Shopping","cart,buy,store,checkout,bag,ecommerce,luggage,suitcase,travel,pack"
"shopping-bag-warning","Shopping","cart,buy,store,checkout,bag,ecommerce,luggage,suitcase,travel,pack,alert,caution,danger,attention"
"shopping-code","Shopping","cart,bag,buy,ecommerce,develop,programming,source,script"
"shopping-code-check","Shopping","cart,bag,buy,ecommerce,develop,programming,source,script,done,success,tick,approve,ok,complete"
"shopping-code-xmark","Shopping","error,issue,cart,bag,buy,ecommerce,develop,programming,source,script,close,cancel,delete,remove,dismiss,clear,wrong"
"short-pants","Clothing","shorts,summer,casual,legwear,trousers,legs,clothing,fashion,bottom"
"short-pants-pockets","Clothing","shorts,summer,casual,legwear,cargo,trousers,legs,clothing,fashion,bottom,detail,storage"
"shortcut-square","Navigation","shape,box,checkbox,region"
"shuffle","Music","random,music,order,mix"
"sidebar-collapse","Navigation","panel,drawer,layout,navigation"
"sidebar-expand","Navigation","panel,drawer,layout,navigation"
"sigma-function","3D Editor","greek,math,symbol,3d,modeling,mesh,render"
"simple-cart","Shopping","shopping,basket,ecommerce,checkout"
"sine-wave","Science","lab,research,experiment,study"
"single-tap-gesture","Gestures","touch,swipe,hand,mobile"
"skateboard","Activities","sport,street,wheel,ride"
"skateboarding","Activities","sport,hobby,leisure,outdoor"
"skip-next","Music","next,forward,media,chapter"
"skip-prev","Music","next,forward,media,chapter"
"slash","Development","code,dev,programming,software"
"slash-square","Git","git,github,command,shape,box,checkbox,region"
"sleeper-chair","Home","house,domestic,appliance,interior"
"slips","Clothing","lingerie,underwear,clothing,inner"
"small-lamp","Home","light,home,house,desk,brightness,fixture"
"small-lamp-alt","Home","light,home,house,desk,brightness,fixture"
"smartphone-device","Devices","phone,mobile,touch,device"
"smoking","Activities","sport,hobby,leisure,outdoor"
"snapchat","Social","message,messaging,chat,share,ghost,network,community,people"
"snow","Weather","winter,cold,flake,weather"
"snow-flake","Weather","weather,storm,ac,air,conditioner,freeze,freezer,winter,cold,flake"
"soap","Other","wash,clean,bathroom,hygiene"
"soccer-ball","Activities","football,sport,ball,game"
"sofa","Home","house,domestic,appliance,interior"
"soil","Nature","terrain,ground,nature,vegetation,outdoor,plant,environment,earth"
"soil-alt","Nature","terrain,ground,nature,vegetation,outdoor,plant,environment,earth"
"sort","Editor","text,writing,format,content"
"sort-down","Editor","text,writing,format,content"
"sort-up","Editor","text,writing,format,content"
"sound-high","Audio","audio,volume,speaker,listen"
"sound-low","Audio","audio,volume,speaker,listen"
"sound-min","Audio","audio,volume,speaker,listen"
"sound-off","Audio","audio,volume,speaker,listen,disabled,inactive,muted,disconnected"
"spades","Gaming","poker,game,cards,gambling,vegas,play,controller,fun"
"spark","Other","ai,artificial,intelligence,magic,new,highlight"
"sparks","Other","ai,artificial,intelligence,stars,celebrate,glitter,effect"
"sphere","3D Editor","modeling,blender,4d,geometry,ball,3d,globe,shape"
"spiral","3D Editor","modeling,blender,4d,geometry,twist,curl,hypnosis,shape"
"split-area","Other","misc,general,utility,ui"
"split-square-dashed","Other","shape,box,checkbox,region"
"spock-hand-gesture","Gestures","touch,swipe,hand,mobile"
"spotify","Music","audio,song,instrument,sound"
"square","Shapes","shape,box,checkbox,region"
"square-3d-corner-to-corner","3D Editor","modeling,blender,4d,shape,box,checkbox,region,radius,edge,curve,layout"
"square-3d-from-center","3D Editor","modeling,blender,4d,shape,box,checkbox,region"
"square-3d-three-points","3D Editor","modeling,blender,4d,shape,box,checkbox,region,3,triple,triangle,menu"
"square-cursor","System","shape,box,checkbox,region,mouse,pointer,click,select"
"square-dashed","Other","selection,shape,box,checkbox,region"
"square-wave","Science","shape,box,checkbox,region"
"stackoverflow","Social","network,share,community,people"
"star","Organization","favorite,rating,review,bookmark"
"star-dashed","Organization","favorite,rating,review,bookmark"
"star-half-dashed","Organization","favorite,rating,review,bookmark"
"stat-down","Activities","sport,hobby,leisure,outdoor"
"stat-up","Activities","sport,hobby,leisure,outdoor"
"stats-down-square","Business","chart,analytics,metrics,graph,shape,box,checkbox,region"
"stats-report","Business","chart,analytics,metrics,graph,summary,data"
"stats-up-square","Business","chart,analytics,metrics,graph,shape,box,checkbox,region"
"strategy","Business","work,office,company,meeting"
"stretching","Activities","sport,hobby,leisure,outdoor"
"strikethrough","Editor","text,writing,format,content"
"stroller","Health","medical,wellness,care,fitness"
"style-border","Design Tools","outline,stroke,frame,edge"
"submit-document","Docs","document,file,paper,text"
"substract","Design Tools","design,creative,layout,figma"
"suggestion","Maps","location,gps,travel,directions"
"suitcase","Clothing","luggage,travel,bag,rollaboard"
"sun-light","Weather","day,brightness,weather,light,lamp,bulb,idea"
"svg-format","Photos and Videos","media,image,camera,record"
"sweep-3d","3D Editor","3d,modeling,mesh,render"
"swimming","Activities","sport,hobby,leisure,outdoor"
"swipe-down-gesture","Gestures","touch,swipe,hand,mobile"
"swipe-left-gesture","Gestures","touch,swipe,hand,mobile"
"swipe-right-gesture","Gestures","touch,swipe,hand,mobile"
"swipe-two-fingers-down-gesture","Gestures","2,double,pair,both,touch,swipe,hand,mobile"
"swipe-two-fingers-left-gesture","Gestures","2,double,pair,both,touch,swipe,hand,mobile"
"swipe-two-fingers-right-gesture","Gestures","2,double,pair,both,touch,swipe,hand,mobile"
"swipe-two-fingers-up-gesture","Gestures","2,double,pair,both,touch,swipe,hand,mobile"
"swipe-up-gesture","Gestures","touch,swipe,hand,mobile"
"switch-off","System","toggle,disabled,inactive,muted,disconnected"
"switch-on","System","toggle,computer,os,settings,desktop"
"system-restart","System","restart,start,login,logout,sign,computer,os,settings,desktop"
"system-shut","System","restart,start,login,logout,sign,computer,os,settings,desktop"
"table","Layout","grid,structure,template,spacing"
"table-2-columns","Layout","grid,structure,template,spacing"
"table-rows","Layout","grid,structure,template,spacing"
"task-list","Editor","bullet,menu,rows,items"
"telegram","Social","message,messaging,chat,private,secure,security,encrypt,network,share,community,people"
"telegram-circle","Social","message,messaging,chat,private,secure,security,encrypt,round,radio,dot,shape"
"temperature-down","Weather","forecast,climate,rain,sun"
"temperature-high","Weather","forecast,climate,rain,sun"
"temperature-low","Weather","forecast,climate,rain,sun"
"temperature-up","Weather","forecast,climate,rain,sun"
"tennis-ball","Activities","sport,racket,ball,court"
"tennis-ball-alt","Activities","sport,racket,ball,court"
"terminal","System","computer,os,settings,desktop"
"terminal-tag","System","label,badge,chip,price"
"test-tube","Science","lab,research,experiment,study"
"text","Editor","typography,type,font,paragraph"
"text-arrows-up-down","Editor","font,size,scale,resize,typography,type,paragraph"
"text-box","Editor","typography,type,font,paragraph"
"text-magnifying-glass","Editor","search,typography,type,font,paragraph,lens,magnify,look"
"text-size","Editor","typography,font,scale,aa,type,paragraph"
"text-square","Editor","typography,type,font,paragraph,shape,box,checkbox,region"
"threads","Social","network,share,community,people"
"three-points-circle","3D Editor","3,triple,triangle,menu,round,radio,dot,shape"
"three-stars","Organization","3,triple,triangle,menu"
"thumbs-down","Social","disapprove,dislike,facebook,fb,meta,no,network,share,community,people"
"thumbs-up","Social","approve,like,facebook,fb,meta,yes,network,share,community,people"
"thunderstorm","Weather","forecast,climate,rain,sun"
"tif-format","Photos and Videos","media,image,camera,record"
"tiff-format","Photos and Videos","media,image,camera,record"
"tiktok","Social","social,video,shorts,story,share,network,community,people"
"time-zone","Communication","chat,message,contact,talk"
"timer","Other","countdown,stopwatch,clock,alarm"
"timer-off","Other","countdown,stopwatch,clock,alarm,disabled,inactive,muted,disconnected"
"tools","Tools","utility,build,repair,wrench"
"tournament","Gaming","game,play,controller,fun"
"tower","Security","safe,lock,protect,privacy"
"tower-check","Security","done,success,tick,approve,ok,complete"
"tower-no-access","Security","forbidden,stop,banned,block"
"tower-warning","Security","alert,caution,danger,attention"
"trademark","Other","misc,general,utility,ui"
"train","Transport","transport,train,station,track,public,rail,metro,locomotive"
"tram","Transport","transport,train,station,track,public,streetcar,travel,vehicle,commute,trip"
"transition-down","Animations","css,animate,morph,blend,crossfade"
"transition-left","Animations","css,animate,morph,blend,crossfade"
"transition-right","Animations","css,animate,morph,blend,crossfade"
"transition-up","Animations","css,animate,morph,blend,crossfade"
"translate","Other","language,i18n,locale,global"
"trash","Actions","delete,bin,remove,garbage"
"treadmill","Activities","sport,hobby,leisure,outdoor"
"tree","Nature","nature,plant,forest,green"
"trekking","Activities","sport,hobby,leisure,outdoor"
"trello","Development","code,dev,programming,software"
"triangle","Shapes","geometry,figure,vector,draw"
"triangle-flag","Other","country,mark,pin,report"
"triangle-flag-circle","Other","country,mark,pin,report,round,radio,dot,shape"
"triangle-flag-two-stripes","Other","country,mark,pin,report,2,double,pair,both"
"trophy","Activities","winner,award,achievement,prize"
"truck","Transport","ship,semitruck,shipment,amazon,delivery,shipping,vehicle,cargo"
"truck-green","Transport","clean,environment,nature,energy,delivery,shipping,vehicle,cargo"
"truck-length","Transport","size,transport,semitruck,rule,condition,delivery,shipping,vehicle,cargo"
"tunnel","Buildings","architecture,city,place,urban"
"tv","Devices","hardware,gadget,electronics,tech"
"tv-fix","Devices","hardware,gadget,electronics,tech"
"tv-warning","Devices","alert,caution,danger,attention"
"twitter","Social","bird,social,share,network,community,people"
"two-points-circle","3D Editor","2,double,pair,both,round,radio,dot,shape"
"two-seater-sofa","Home","2,double,pair,both"
"type","System","computer,os,settings,desktop"
"umbrella","Clothing","rain,parasol,weather,cover,sunshade"
"underline","Editor","text,writing,format,content"
"underline-square","Editor","shape,box,checkbox,region"
"undo","Actions","ui,button,control,interface"
"undo-action","Actions","ui,button,control,interface"
"undo-circle","Actions","round,radio,dot,shape"
"union","Design Tools","design,creative,layout,figma"
"union-alt","Design Tools","design,creative,layout,figma"
"union-horiz-alt","Design Tools","design,creative,layout,figma"
"unity","Development","code,dev,programming,software"
"unity-5","Development","code,dev,programming,software"
"unjoin-3d","3D Editor","3d,modeling,mesh,render"
"upload","Actions","upload,arrow,data,cloud,save,send,export,share"
"upload-data-window","System","os,browser,cloud,send,export,share"
"upload-square","Actions","cloud,send,export,share,shape,box,checkbox,region"
"usb","Connectivity","port,access,connection,cable,network,internet,signal,online"
"user","Users","person,people,ux,account,profile,avatar"
"user-badge-check","Users","profile,person,account,avatar,done,success,tick,approve,ok,complete"
"user-bag","Shopping","person,account,profile,avatar,luggage,suitcase,travel,pack"
"user-cart","Shopping","person,account,profile,avatar,shopping,basket,ecommerce,checkout"
"user-circle","Users","profile,avatar,account,person,round,radio,dot,shape"
"user-crown","Users","person,account,profile,avatar,king,winner,vip,premium"
"user-love","Users","person,account,profile,avatar,heart,romance,valentine"
"user-plus","Users","person,account,profile,avatar,add,new,create,increase"
"user-scan","Identity","person,account,profile,avatar,qr,barcode,camera,detect"
"user-square","Users","person,people,ux,profile,avatar,account,shape,box,checkbox,region"
"user-star","Users","person,account,profile,avatar,favorite,rating,review,bookmark"
"user-xmark","Users","delete,cancel,profile,person,remove,account,avatar,close,dismiss,clear,wrong"
"vegan","Nature","plant,leaf,food,diet"
"vegan-circle","Nature","plant,leaf,food,diet,round,radio,dot,shape"
"vegan-square","Nature","plant,leaf,food,diet,shape,box,checkbox,region"
"vehicle-green","Transport","clean,environment,nature,energy,travel,vehicle,commute,trip"
"vertical-merge","Navigation","portrait,column,upright,menu,move,ui,wayfinding"
"vertical-split","Navigation","portrait,column,upright,menu,move,ui,wayfinding"
"vials","Science","lab,research,experiment,study"
"video-camera","Photos and Videos","film,record,camera,clip,photo,picture,lens,shoot,selfie"
"video-camera-off","Photos and Videos","film,record,camera,clip,photo,picture,lens,shoot,selfie,disabled,inactive,muted,disconnected"
"video-projector","Devices","film,record,camera,clip"
"view-360","Maps","location,gps,travel,directions"
"view-columns-2","Layout","layout,tiled,windows,tiling,window,grid,structure,template,spacing"
"view-columns-3","Layout","layout,tiled,windows,tiling,window,grid,structure,template,spacing"
"view-grid","Layout","table,layout,matrix,cells"
"view-structure-down","Layout","grid,structure,template,spacing"
"view-structure-up","Layout","grid,structure,template,spacing"
"voice","Identity","speech,mic,audio,assistant"
"voice-check","Identity","biometric,speaker,verification,speech,mic,audio,assistant,done,success,tick,approve,ok,complete"
"voice-circle","Identity","speech,mic,audio,assistant,round,radio,dot,shape"
"voice-lock-circle","Identity","speech,mic,audio,assistant,secure,password,private,encrypt,round,radio,dot,shape"
"voice-scan","Identity","speech,mic,audio,assistant,qr,barcode,camera,detect"
"voice-square","Identity","speech,mic,audio,assistant,shape,box,checkbox,region"
"voice-xmark","Identity","error,issue,speech,mic,audio,assistant,close,cancel,delete,remove,dismiss,clear,wrong"
"vr-tag","Devices","virtual,reality,headset,immersive,label,badge,chip,price"
"vue-js","Development","code,dev,programming,software"
"waist","Activities","sport,hobby,leisure,outdoor"
"walking","Activities","sport,hobby,leisure,outdoor"
"wallet","Finance","money,cards,purse,finance"
"warning-circle","Actions","alert,caution,danger,attention,round,radio,dot,shape"
"warning-hexagon","Devices","alert,caution,danger,attention,shape,polygon,six,sides"
"warning-square","Actions","alert,caution,danger,attention,shape,box,checkbox,region"
"warning-triangle","Actions","alert,caution,danger,attention"
"warning-window","System","alert,danger,caution,attention"
"wash","Home","laundry,clean,soap,clothes"
"washing-machine","Home","house,domestic,appliance,interior"
"watering-soil","Nature","gardening,garden,terrain,ground,plants,outdoor,plant,environment,earth"
"web-window","System","browser,internet,site,page"
"web-window-energy-consumption","System","browser,internet,site,page"
"web-window-xmark","System","close,error,issue,browser,internet,site,page,cancel,delete,remove,dismiss,clear,wrong"
"webp-format","Photos and Videos","media,image,camera,record"
"weight","Health","scale,kg,fitness,health"
"weight-alt","Health","scale,kg,fitness,health"
"white-flag","Other","flag,surrender,peace,truce,country,mark,pin,report"
"wifi","Connectivity","signal,connection,network,wireless,internet"
"wifi-off","Connectivity","signal,connection,network,wireless,internet,disabled,inactive,muted,disconnected"
"wifi-signal-none","Connectivity","signal,connection,network,internet,wireless,lan,hotspot"
"wifi-tag","Connectivity","signal,connection,network,wireless,internet,label,badge,chip,price"
"wifi-warning","Connectivity","signal,connection,network,wireless,internet,alert,caution,danger,attention"
"wifi-xmark","Connectivity","signal,connection,network,error,wireless,internet,close,cancel,delete,remove,dismiss,clear,wrong"
"wind","Weather","weather,air,fresh,breeze,forecast"
"window-check","System","browser,os,done,success,tick,approve,ok,complete"
"window-lock","System","browser,os,secure,password,private,encrypt"
"window-tabs","System","browser,os,tab,navigation,computer,settings,desktop"
"window-no-access","System","browser,os,forbidden,stop,banned,block"
"window-xmark","System","browser,os,error,issue,close,cancel,delete,remove,dismiss,clear,wrong"
"windows","System","microsoft,os,desktop,pc"
"wolf","Animals","animal,dog,wild,nature"
"wrap-text","Actions","text,line,break,paragraph,typography,type,font"
"wrench","Tools","tool,settings,repair,fix"
"wristwatch","Devices","time,clock,wearable,watch"
"www","Communication","website,internet,browser,url"
"x-square","Typography","coordinate,axis,twitter,social,close,letter,shape,box,checkbox,region"
"xbox-a","Gaming","game,play,controller,fun"
"xbox-b","Gaming","game,play,controller,fun"
"xbox-x","Gaming","twitter,social,close,letter"
"xbox-y","Gaming","game,play,controller,fun"
"xmark","Actions","cancel,delete,remove,close,dismiss,clear,wrong"
"xmark-circle","Actions","delete,close,cancel,error,invalid,remove,dismiss,clear,wrong,round,radio,dot,shape"
"xmark-square","Actions","remove,close,cancel,delete,dismiss,clear,wrong,shape,box,checkbox,region"
"xray-view","3D Editor","3d,modeling,mesh,render"
"y-square","Typography","coordinate,axis,shape,box,checkbox,region"
"yelp","Social","network,share,community,people"
"yen","Finance","jpy,currency,money,japan"
"yen-square","Finance","jpy,currency,money,japan,shape,box,checkbox,region"
"yoga","Activities","meditation,fitness,pose,wellness"
"youtube","Social","google,video,social,share,stream,channel"
"z-square","Typography","coordinate,axis,math,plane,shape,box,checkbox,region"
"zoom-in","Organization","magnify,scale,enlarge,search"
"zoom-out","Organization","magnify,scale,shrink,overview"
"asterisk","Typography","star,wildcard,required,footnote"
"dns","Connectivity","domain,network,lookup,server"
"hashtag","Social","pound,trend,topic,social,tag"
"peerlist","Social","social,network,profile,directory,community"
"polar-sh","Development","polar,coordinates,math,graph,axis"
"x","Social","twitter,social,logo,brand,close,letter"
"ice-cream","Food","gelato,dessert,sweet,summer,cold,winter,frozen,cream"
"mastodon","Social","fediverse,toot,social,opensource"
"meter-arrow-down-right","Maps","gauge,trend,decrease,metric,direction,navigate,pointer,chevron,move"
"rhombus-arrow-right","Maps","diamond,direction,map,navigate,shape,geometry,pointer,chevron,move"
"u-turn-arrow-left","Maps","reverse,return,back,direction,turn,uturn,navigate,pointer,chevron,move"
"u-turn-arrow-right","Maps","reverse,return,back,direction,turn,uturn,navigate,pointer,chevron,move"
"calendar-arrow-down","System","schedule,scroll,pick date,datepicker,date,event,planner,month,direction,navigate,pointer,chevron,move"
"calendar-arrow-up","System","schedule,scroll,pick date,datepicker,date,event,planner,month,direction,navigate,pointer,chevron,move"
"calendar-check","System","event,rsvp,appointment,confirmed,date,schedule,planner,month,done,success,tick,approve,ok,complete"
"calendar-rotate","System","sync,refresh,timezone,reschedule,date,schedule,event,planner,month,spin,turn,orientation,pivot"
"calendar-xmark","System","cancel,delete event,remove,busy,date,schedule,event,planner,month,close,delete,dismiss,clear,wrong"
"cube-dots","3D Editor","3d,vertices,model,scan,box,volume,solid"
"cube-scan","3D Editor","3d,measure,ar,lidar,box,volume,solid,qr,barcode,camera,detect"
"droplet-snow-flake-in","Science","defrost,winter,cold,flake,weather"
"dots-grid-3x3","Navigation","app drawer,menu,launcher,grid,kebab,app grid,table,layout,matrix,cells"
"bug","Development","malware,insect,issue,defect,debug,error"
"whatsapp","Social","chat,text,texting,chatting,bubble,messaging,meta"
