"filename","category","tags"
"ev-plug-charging","Transport","port,charge,recharge,electricity,vehicle,car,electric,charging,socket,power,cable,connect"
"ev-plug-xmark","Transport","port,charge,recharge,electricity,vehicle,car,error,issue,electric,charging,socket,power,cable,connect,close,cancel,delete,remove,dismiss,clear,wrong"
"ev-station","Transport","port,charge,recharge,electricity,vehicle,car,electric,charging"
"ev-tag","Transport","port,charge,recharge,electricity,vehicle,car,electric,charging,label,badge,chip,price"
"exclude","Design Tools","design,creative,layout,figma"
"expand","Photos and Videos","media,image,camera,record"
"expand-lines","Editor","text,writing,format,content"
"extrude","3D Editor","3d,modeling,mesh,render"
"eye","Actions","view,watch,visibility,privacy"
"eye-closed","Actions","view,watch,visibility,privacy"
"f-square","Typography","fluorine,element,shape,box,checkbox,region"
"face-3d-draft","3D Editor","3d,modeling,mesh,render"
"face-id","Identity","auth,login,security,person"
"facebook","Social","network,share,community,people"
"facebook-tag","Social","label,badge,chip,price"
"facetime","Communication","chat,message,contact,talk"
"farm","Buildings","architecture,city,place,urban"
"fast-arrow-down","Navigation","speed,quick,running,performance,direction,navigate,pointer,chevron,move"
"fast-arrow-down-square","Navigation","speed,quick,running,performance,direction,navigate,pointer,chevron,move,shape,box,checkbox,region"
"fast-arrow-left","Navigation","speed,quick,running,performance,direction,navigate,pointer,chevron,move"
"fast-arrow-left-square","Navigation","speed,quick,running,performance,direction,navigate,pointer,chevron,move,shape,box,checkbox,region"
"fast-arrow-right","Navigation","speed,quick,running,performance,direction,navigate,pointer,chevron,move"
"fast-arrow-right-square","Navigation","speed,quick,running,performance,direction,navigate,pointer,chevron,move,shape,box,checkbox,region"
"fast-arrow-up","Navigation","speed,quick,running,performance,direction,navigate,pointer,chevron,move"
"fast-arrow-up-square","Navigation","speed,quick,running,performance,direction,navigate,pointer,chevron,move,shape,box,checkbox,region"
"fast-down-circle","Navigation","speed,quick,running,performance,round,radio,dot,shape"
"fast-left-circle","Navigation","speed,quick,running,performance,round,radio,dot,shape"
"fast-right-circle","Navigation","speed,quick,running,performance,round,radio,dot,shape"
"fast-up-circle","Navigation","speed,quick,running,performance,round,radio,dot,shape"
"favourite-book","Activities","read,education,library,learn"
"favourite-window","System","browser,os,computer,settings,desktop"
"female","Health","medical,wellness,care,fitness"
"figma","Design Tools","design,creative,layout,figma"
"file-not-found","Other","misc,general,utility,ui"
"fill-color","Design Tools","palette,paint,tint,hue"
"fillet-3d","3D Editor","3d,modeling,mesh,render"
"filter","Organization","sort,refine,funnel,manage,structure,productivity"
"filter-alt","Organization","sort,refine,funnel,manage,structure,productivity"
"filter-list","Navigation","sort,refine,funnel,bullet,menu,rows,items"
"filter-list-circle","Navigation","sort,refine,funnel,bullet,menu,rows,items,round,radio,dot,shape"
"finder","System","mac,apple,folder,file,os,operative,system,computer,settings,desktop"
"fingerprint","Identity","biometric,identity,touchid,auth"
"fingerprint-check-circle","Identity","biometric,identity,touchid,auth,done,success,tick,approve,ok,complete,round,radio,dot,shape"
"fingerprint-circle","Identity","biometric,identity,touchid,auth,round,radio,dot,shape"
"fingerprint-lock-circle","Identity","biometric,identity,touchid,auth,secure,password,private,encrypt,round,radio,dot,shape"
"fingerprint-scan","Identity","biometric,identity,touchid,auth,qr,barcode,camera,detect"
"fingerprint-square","Identity","biometric,identity,touchid,auth,shape,box,checkbox,region"
"fingerprint-window","System","browser,os,biometric,identity,touchid,auth"
"fingerprint-xmark-circle","Identity","error,issue,close,cancel,invalid,biometric,identity,touchid,auth,delete,remove,dismiss,clear,wrong,round,radio,dot,shape"
"fire-flame","Activities","flame,hot,burn,trending,fire,streak"
"fish","Animals","seafood,animal,ocean,swim"
"fishing","Activities","sport,hobby,leisure,outdoor"
"flare","Shapes","geometry,figure,vector,draw"
"flash","Photos and Videos","trigger,ray,bolt,lightning,photo,speed"
"flash-off","Photos and Videos","lightning,photo,speed,bolt,disabled,inactive,muted,disconnected"
"flask","Science","science,lab,chemistry,experiment"
"flip","Design Tools","design,creative,layout,figma"
"flip-reverse","Design Tools","design,creative,layout,figma"
"floppy-disk","Devices","save,hardware,gadget,electronics,tech"
"floppy-disk-arrow-in","Actions","save,direction,navigate,pointer,chevron,move"
"floppy-disk-arrow-out","Actions","load,direction,navigate,pointer,chevron,move"
"flower","Activities","plant,bloom,garden,nature"
"fog","Weather","forecast,climate,rain,sun"
"folder","Docs","directory,files,organize,project"
"folder-minus","Docs","remove,directory,files,organize,project,subtract,delete,collapse"
"folder-plus","Docs","directory,files,organize,project,add,new,create,increase"
"folder-settings","Docs","directory,files,organize,project,gear,preferences,options,config"
"folder-warning","Docs","directory,files,organize,project,alert,caution,danger,attention"
"font-question","Editor","missing,not,found,text,help,faq,unknown,support"
"football","Activities","soccer,sport,ball,game"
"football-ball","Activities","soccer,sport,ball,game"
"forward","Music","audio,song,instrument,sound"
"forward-15-seconds","Music","audio,song,instrument,sound"
"forward-message","Communication","chat,mail,dm,conversation"
"frame","Design Tools","border,art,picture,layout"
"frame-alt","Design Tools","border,art,picture,layout"
"frame-alt-empty","Design Tools","border,art,picture,layout"
"frame-minus-in","Design Tools","remove,border,art,picture,layout,subtract,delete,collapse"
"frame-plus-in","Design Tools","border,art,picture,layout,add,new,create,increase"
"frame-select","Design Tools","border,art,picture,layout"
"frame-simple","Design Tools","border,art,picture,layout"
"frame-tool","Design Tools","border,art,picture,layout,wrench,settings,build,repair"
"fridge","Home","kitchen,appliance,cold,food"
"fx","Photos and Videos","media,image,camera,record"
"fx-tag","Photos and Videos","label,badge,chip,price"
"gamepad","Gaming","game,play,controller,fun"
"garage","Buildings","architecture,city,place,urban"
"gas","Other","misc,general,utility,ui"
"gas-tank","Transport","fuel,travel,vehicle,commute,trip"
"gas-tank-droplet","Transport","fuel,travel,vehicle,commute,trip"
"gif-format","Photos and Videos","media,image,camera,record"
"gift","Other","misc,general,utility,ui"
"git","Git","git,version,branch,commit,merge,github"
"git-branch","Git","git,github,version,branch,commit,merge"
"git-cherry-pick-commit","Git","version,branch,commit,merge,github"
"git-commit","Git","git,github,version,branch,commit,merge"
"git-compare","Git","git,github,version,branch,commit,merge"
"git-fork","Git","git,github,version,branch,commit,merge,food,repo"
"git-merge","Git","git,github,version,branch,commit,merge"
"git-pull-request","Git","git,github,version,branch,commit,merge"
"git-pull-request-closed","Git","version,branch,commit,merge,github"
"github","Git","git,github"
"github-circle","Git","git,github,round,radio,dot,shape"
"gitlab-full","Git","git,github"
"glass-empty","Food","lens,magnify,search,look"
"glass-fragile","Shopping","lens,magnify,search,look"
"glass-half","Food","lens,magnify,search,look"
"glass-half-alt","Food","lens,magnify,search,look"
"glasses","Clothing","eyeglasses,spectacles,sunglasses,vision,reading"
"globe","Communication","world,earth,international,map"
"golf","Activities","sport,hobby,leisure,outdoor"
"google","Social","alphabet,search,gmail,drive,workspace"
"google-circle","Social","alphabet,search,gmail,drive,workspace,round,radio,dot,shape"
"google-docs","Docs","alphabet,search,cloud,editor,gmail,drive,workspace"
"google-drive","Cloud","alphabet,search,gmail,drive,workspace"
"google-drive-check","Cloud","alphabet,search,cloud,gmail,drive,workspace,done,success,tick,approve,ok,complete"
"google-drive-sync","Cloud","alphabet,search,cloud,gmail,drive,workspace"
"google-drive-warning","Cloud","alphabet,search,gmail,drive,workspace,alert,caution,danger,attention"
"google-home","Home","alphabet,search,gmail,drive,workspace,house,main,start,residence"
"google-one","Cloud","alphabet,search,cloud,gmail,drive,workspace"
"gps","Maps","location,gps,travel,directions"
"graduation-cap","Science","school,education,diploma,student"
"graph-down","Activities","sport,hobby,leisure,outdoor"
"graph-up","Activities","sport,hobby,leisure,outdoor"
"grid-minus","Layout","table,layout,matrix,cells,subtract,remove,delete,collapse"
"grid-plus","Layout","table,layout,matrix,cells,add,new,create,increase"
"grid-xmark","Layout","remove,table,layout,matrix,cells,close,cancel,delete,dismiss,clear,wrong"
"group","Users","people,society,person,profile,account,team"
"gym","Activities","fitness,workout,dumbbell,weights"
"h-square","Typography","hydrogen,element,shape,box,checkbox,region"
"half-cookie","System","biscuit,food,privacy,data,tracking,site"
"half-moon","Other","night,dark,mode,sleep"
"hammer","Tools","utility,build,repair,wrench"
"hand-brake","Transport","car,drive,driving,auto,vehicle,travel,commute,trip"
"hand-card","Finance","pay,payment,money,banking,budget"
"hand-cash","Finance","pay,payment,money,bills,currency"
"hand-contactless","Finance","pay,payment,money,banking,budget"
"handbag","Clothing","purse,bag,womens,fashion,accessory"
"hard-drive","Devices","hardware,gadget,electronics,tech"
"hat","Clothing","cap,headwear,fashion,style"
"hd","Photos and Videos","media,image,camera,record"
"hd-display","Photos and Videos","media,image,camera,record"
"hdr","Photos and Videos","media,image,camera,record"
"headset","Music","earphones,earbuds,listenings,audio,headphones,support,call"
"headset-bolt","Music","charge,energy,electricity,audio,listenings,earphones,earbuds,headphones,support,call"
"headset-help","Communication","earphones,earbuds,listenings,audio,headphones,support,call"
"headset-warning","Music","earphones,earbuds,listenings,audio,issue,error,headphones,support,call,alert,caution,danger,attention"
"health-shield","Health","security,safe,protection,trust"
"healthcare","Health","medical,wellness,care,fitness"
"heart","Health","love,favorite,like,health"
"heart-arrow-down","System","love,favorite,like,health,direction,navigate,pointer,chevron,move"
"heating-square","Science","shape,box,checkbox,region"
"heavy-rain","Weather","weather,storm,bold,weight,thick,water,wet"
"help-circle","Actions","round,radio,dot,shape"
"help-square","Actions","shape,box,checkbox,region"
"heptagon","Shapes","geometry,figure,vector,draw"
"hexagon","Shapes","shape,polygon,six,sides"
"hexagon-dice","Gaming","shape,polygon,six,sides,random,game,chance,roll"
"hexagon-plus","Shapes","shape,polygon,six,sides,add,new,create,increase"
"historic-shield","Security","security,safe,protection,trust"
"historic-shield-alt","Security","security,safe,protection,trust"
"home","Home","house,main,start,residence"
"home-alt","Home","house,main,start,residence"
"home-alt-slim","Home","house,main,start,residence"
"home-alt-slim-horiz","Home","house,main,start,residence"
"home-hospital","Health","house,main,start,residence,medical,health,clinic,care"
"home-sale","Home","house,main,start,residence"
"home-secure","Home","house,main,start,residence"
"home-shield","Home","house,main,start,residence,security,safe,protection,trust"
"home-simple","Home","house,main,start,residence"
"home-simple-door","Home","house,main,start,residence"
"home-table","Home","house,main,start,residence"
"home-temperature-in","Home","house,main,start,residence"
"home-temperature-out","Home","house,main,start,residence"
"home-user","Home","house,main,start,residence,person,account,profile,avatar"
"horiz-distribution-left","Design Tools","design,creative,layout,figma"
"horiz-distribution-right","Design Tools","design,creative,layout,figma"
"horizontal-merge","Navigation","menu,move,ui,wayfinding"
"horizontal-split","Navigation","menu,move,ui,wayfinding"
"hospital","Buildings","medical,health,clinic,care"
"hospital-circle","Health","medical,health,clinic,care,round,radio,dot,shape"
"hot-air-balloon","Transport","fly,airship,party,celebration,float,travel,vehicle,commute,trip"
"hourglass","Activities","loading,wait,time,sand"
"house-rooms","Buildings","architecture,city,place,urban"
"html5","Development","code,dev,programming,software"
"iconoir","Development","code,dev,programming,software"
"import","Other","upload,bring,inbound,misc,general,utility,ui"
"inclination","Science","lab,research,experiment,study"
"industry","Buildings","architecture,city,place,urban"
"infinite","Science","limitless,endless,boundless,unbounded,unlimited,loop,forever,repeat"
"info-circle","Actions","help,about,details,hint,round,radio,dot,shape"
"input-field","System","element,ui,textbox,computer,os,settings,desktop"
"input-output","System","computer,os,settings,desktop"
"input-search","Organization","find,magnify,lookup,query"
"instagram","Social","social,share,story,video,photos,fb,meta,network,community,people"
"internet","Communication","web,online,www,browser"
"intersect","Design Tools","design,creative,layout,figma"
"intersect-alt","Design Tools","design,creative,layout,figma"
"ios-settings","System","apple,iphone,ios,gear,preferences,options,config"
"ip-address-tag","Security","label,badge,chip,price"
"iris-scan","Identity","qr,barcode,camera,detect"
"italic","Editor","text,style,editor,font"
"italic-square","Editor","text,style,editor,font,shape,box,checkbox,region"
"jellyfish","Animals","creature,wildlife,nature,pet"
"journal","Docs","diary,notes,book,log"
"journal-page","Docs","diary,notes,book,log,document,paper,file,site"
"jpeg-format","Photos and Videos","media,image,camera,record"
"jpg-format","Photos and Videos","media,image,camera,record"
"kanban-board","Development","board,tasks,workflow,agile"
"key","Security","password,unlock,security,login"
"key-back","Security","password,unlock,security,login"
"key-command","System","password,unlock,security,login"
"key-minus","Security","password,unlock,security,login,subtract,remove,delete,collapse"
"key-plus","Security","password,unlock,security,login,add,new,create,increase"
"key-xmark","Security","password,unlock,security,login,close,cancel,delete,remove,dismiss,clear,wrong"
"keyframe","Animations","animation,timeline,motion,ae"
"keyframe-align-center","Animations","animation,timeline,motion,ae,alignment,layout,text,edge"
"keyframe-align-horizontal","Animations","animation,timeline,motion,ae,alignment,layout,text,edge"
"keyframe-align-vertical","Animations","animation,timeline,motion,ae,alignment,layout,text,edge,portrait,column,upright"
"keyframe-minus","Animations","animation,timeline,motion,ae,subtract,remove,delete,collapse"
"keyframe-minus-in","Animations","animation,timeline,motion,ae,subtract,remove,delete,collapse"
"keyframe-plus","Animations","add,animation,timeline,motion,ae,new,create,increase"
"keyframe-plus-in","Animations","add,animation,timeline,motion,ae,new,create,increase"
"keyframe-position","Animations","animation,timeline,motion,ae"
"keyframes","Animations","animation,timeline,motion,ae,curve"
"keyframes-couple","Animations","animation,timeline,motion,ae,curve,pair,two,double,twin"
"keyframes-minus","Animations","subtract,remove,delete,collapse,animation,timeline,motion,ae,curve"
"keyframes-plus","Animations","add,new,create,increase,animation,timeline,motion,ae,curve"
"label","Organization","tag,ticket,name,badge"
"lamp","Home","light,home,house,desk,brightness,fixture"
"language","Other","misc,general,utility,ui"
"laptop","Devices","notebook,computer,macbook,work"
"laptop-charging","Devices","notebook,computer,macbook,work"
"laptop-dev-mode","Development","notebook,computer,macbook,work"
"laptop-fix","Devices","notebook,computer,macbook,work"
"laptop-warning","Devices","notebook,computer,macbook,work,alert,caution,danger,attention"
"layout-left","Layout","layout,tiled,windows,tiling,window,grid,structure,template,spacing"
"layout-right","Layout","layout,tiled,windows,tiling,window,grid,structure,template,spacing"
"leaderboard","Activities","sport,hobby,leisure,outdoor"
"leaderboard-star","Activities","favorite,rating,review,bookmark"
"leaf","Nature","eco,nature,plant,green"
"learning","Users","people,profile,account,team"
"lens","Design Tools","design,creative,layout,figma"
"lens-plus","Design Tools","add,new,create,increase"
"lifebelt","Other","misc,general,utility,ui"
"light-bulb","Home","idea,brightness,lamp,insight,bulb"
"light-bulb-off","Home","idea,brightness,lamp,insight,bulb,disabled,inactive,muted,disconnected"
"light-bulb-on","Home","idea,brightness,lamp,insight,bulb"
"line-space","Actions","ui,button,control,interface"
"linear","Animations","interpolation,ramp,constant,animation,curve"
"link","Other","url,hyperlink,chain,attach"
"link-slash","Other","url,hyperlink,chain,attach"
"link-xmark","Other","connection,lost,disabled,error,issue,url,address,hyperlink,chain,attach,close,cancel,delete,remove,dismiss,clear,wrong"
"linkedin","Social","social,work,connection,network,share,community,people"
"linux","System","os,operative,system,ubuntu,terminal,open source,tux"
"list","Editor","bullet,menu,rows,items"
"list-select","Editor","bullet,menu,rows,items"
"litecoin-circle","Finance","round,radio,dot,shape"
"litecoin-rotate-out","Finance","spin,turn,orientation,pivot"
"lock","Security","secure,password,private,encrypt"
"lock-slash","Security","secure,password,private,encrypt"
"lock-square","System","locked,access,security,block,restricted,secure,password,private,encrypt,shape,box,checkbox,region"
"loft-3d","3D Editor","3d,modeling,mesh,render"
"log-in","System","sign,access,signin,login,enter,auth"
"log-no-access","System","sign,access,error,forbidden,stop,banned,block"
"log-out","System","sign,access,signout,logout,exit,auth"
"long-arrow-down-left","Navigation","direction,navigate,pointer,chevron,move"
"long-arrow-down-right","Navigation","direction,navigate,pointer,chevron,move"
"long-arrow-left-down","Navigation","direction,navigate,pointer,chevron,move"
"long-arrow-left-up","Navigation","direction,navigate,pointer,chevron,move"
"long-arrow-right-down","Navigation","direction,navigate,pointer,chevron,move"
"long-arrow-right-up","Navigation","direction,navigate,pointer,chevron,move"
"long-arrow-up-left","Navigation","direction,navigate,pointer,chevron,move"
"long-arrow-up-right","Navigation","direction,navigate,pointer,chevron,move"
"lot-of-cash","Finance","money,cash,stack,bills,currency,payment"
"lullaby","Music","audio,song,instrument,sound"
"mac-control-key","System","input,keyboard,mac,apple,os,operative,system,shortcut,osx,password,unlock,security,login,slider,handle,adjust,parameter"
"mac-dock","System","mac,apple,os,operative,system,keyboard,shortcut,osx"
"mac-option-key","System","input,keyboard,mac,apple,os,operative,system,shortcut,osx,password,unlock,security,login"
"mac-os-window","System","mac,apple,os,operative,system,keyboard,shortcut,osx"
"magic-wand","Design Tools","wand,effect,auto,enhance"
"magnet","Science","attract,science,polarity,lab,research,experiment,study"
"magnet-energy","Science","attract,science,polarity,lab,research,experiment,study"
"mail","Communication","email,message,inbox,letter"
"mail-in","Communication","email,message,inbox,letter"
"mail-open","Communication","email,message,inbox,letter,door,access,launch,expand"
"mail-out","Communication","email,message,inbox,letter"
"male","Health","man,gender,people,person"
"map","Maps","location,gps,travel,directions"
"map-pin","Maps","location,marker,place,gps,travel,directions,map,attach"
"map-pin-minus","Maps","location,marker,place,gps,travel,directions,map,attach,subtract,remove,delete,collapse"
"map-pin-plus","Maps","location,marker,place,gps,travel,directions,map,attach,add,new,create,increase"
"map-pin-xmark","Maps","location,marker,place,gps,travel,directions,map,attach,close,cancel,delete,remove,dismiss,clear,wrong"
"map-xmark","Maps","issue,error,location,gps,travel,directions,close,cancel,delete,remove,dismiss,clear,wrong"
"maps-arrow","Maps","direction,navigate,pointer,chevron,move"
"maps-arrow-diagonal","Maps","direction,navigate,pointer,chevron,move"
"maps-arrow-xmark","Maps","issue,direction,navigate,pointer,chevron,move,close,cancel,delete,remove,dismiss,clear,wrong"
"maps-go-straight","Maps","location,gps,travel,directions"
"maps-turn-back","Maps","location,gps,travel,directions"
"maps-turn-left","Maps","location,gps,travel,directions"
"maps-turn-right","Maps","location,gps,travel,directions"
"mask-square","Design Tools","privacy,crop,layer,photo,shape,box,checkbox,region"
"mastercard-card","Finance","money,payment,banking,budget"
"math-book","Activities","read,education,library,learn"
"maximize","Other","misc,general,utility,ui"
"medal","Activities","award,prize,winner,achievement"
"medal-1st","Activities","prize,place,first,winner,champion,award,achievement"
"media-image","Photos and Videos","media,image,camera,record"
"media-image-folder","Photos and Videos","directory,files,organize,project"
"media-image-list","Photos and Videos","bullet,menu,rows,items"
"media-image-plus","Photos and Videos","add,new,create,increase"
"media-image-xmark","Photos and Videos","close,cancel,delete,remove,dismiss,clear,wrong"
"media-video","Photos and Videos","film,record,camera,clip"
"media-video-folder","Photos and Videos","film,record,camera,clip,directory,files,organize,project"
"media-video-list","Photos and Videos","film,record,camera,clip,bullet,menu,rows,items"
"media-video-plus","Photos and Videos","film,record,camera,clip,add,new,create,increase"
"media-video-xmark","Photos and Videos","film,record,camera,clip,close,cancel,delete,remove,dismiss,clear,wrong"
"medium","Social","write,writing,blog,news,network,share,community,people"
"megaphone","Devices","announce,broadcast,speak,marketing"
"menu","Actions","hamburger,navigation,drawer,list"
"menu-scale","Actions","hamburger,navigation,drawer,list"
"message","Communication","chat,mail,dm,conversation"
"message-alert","Communication","chat,mail,dm,conversation"
"message-text","Communication","chat,mail,dm,conversation,typography,type,font,paragraph"
"metro","Transport","transport,train,station,track,public,subway,underground,transit"
"microphone","Audio","sound,music,speaker,listen"
"microphone-check","Audio","done,success,tick,approve,ok,complete"
"microphone-minus","Audio","subtract,remove,delete,collapse"
"microphone-mute","Audio","sound,music,speaker,listen"
"microphone-plus","Audio","add,new,create,increase"
"microphone-speaking","Audio","sound,music,speaker,listen"
"microphone-warning","Audio","alert,caution,danger,attention"
"microscope","Science","lab,research,experiment,study"
"minus","Actions","subtract,remove,delete,collapse"
"minus-circle","Actions","subtract,remove,delete,collapse,round,radio,dot,shape"
"minus-hexagon","Shapes","subtract,remove,delete,collapse,shape,polygon,six,sides"
"minus-square","Actions","subtract,remove,delete,collapse,shape,box,checkbox,region"
"minus-square-dashed","Other","remove,selection,select,subtract,delete,collapse,shape,box,checkbox,region"
"mirror","Home","reflect,symmetry,flip,house,domestic,appliance,interior"
"mobile-dev-mode","Development","phone,cell,smartphone,ios,android"
"mobile-fingerprint","Identity","phone,cell,smartphone,ios,android,biometric,identity,touchid,auth"
"mobile-voice","Identity","phone,cell,smartphone,ios,android,speech,mic,audio,assistant"
"modern-tv","Devices","tv,screen,display,entertainment"
"modern-tv-4k","Devices","tv,screen,display,entertainment"
"money-square","Finance","shape,box,checkbox,region"
"moon-sat","Science","night,dark,mode,sleep"
"more-horiz","Navigation","menu,move,ui,wayfinding"
"more-horiz-circle","Navigation","round,radio,dot,shape"
"more-vert","Navigation","menu,move,ui,wayfinding"
"more-vert-circle","Navigation","round,radio,dot,shape"
"motorcycle","Transport","travel,vehicle,commute,trip"
"mouse-button-left","System","controller,device,input,pointer,click,computer,pc"
"mouse-button-right","System","controller,device,input,pointer,click,computer,pc"
"mouse-scroll-wheel","System","controller,device,input,pointer,click,computer,pc,car,tire,rim,vehicle"
"movie","Activities","film,video,cinema,play"
"mpeg-format","Photos and Videos","media,image,camera,record"
"multi-bubble","Communication","chat,message,contact,talk"
"multi-mac-os-window","System","mac,apple,os,operative,system,keyboard,shortcut,osx"
"multi-window","System","mac,apple,os,operative,system,windows,microsoft,computer,settings,desktop"
"multiple-pages","Docs","document,file,paper,text"
"multiple-pages-empty","Docs","document,file,paper,text"
"multiple-pages-minus","Docs","subtract,remove,delete,collapse"
"multiple-pages-plus","Docs","add,new,create,increase"
"multiple-pages-xmark","Docs","delete,remove,close,cancel,dismiss,clear,wrong"
"music-double-note","Music","audio,song,note,sound"
"music-double-note-plus","Music","audio,song,note,sound,add,new,create,increase"
"music-note","Music","audio,song,note,sound"
"music-note-plus","Music","audio,song,note,sound,add,new,create,increase"
"n-square","Typography","nitrogen,element,shape,box,checkbox,region"
"nav-arrow-down","Navigation","direction,navigate,pointer,chevron,move"
"nav-arrow-left","Navigation","direction,navigate,pointer,chevron,move"
"nav-arrow-right","Navigation","direction,navigate,pointer,chevron,move"
"nav-arrow-up","Navigation","direction,navigate,pointer,chevron,move"
"navigator","Maps","location,gps,travel,directions"
"navigator-alt","Maps","location,gps,travel,directions"
"neighbourhood","Buildings","architecture,city,place,urban"
"network","Connectivity","connection,computer,network,information,lan,internet,nodes,topology"
"network-left","Connectivity","connection,computer,network,information,lan,internet,nodes,topology"
"network-reverse","Connectivity","connection,computer,network,information,lan,internet,nodes,topology"
"network-right","Connectivity","connection,computer,network,information,lan,internet,nodes,topology"
"new-tab","System","computer,os,settings,desktop"
"nintendo-switch","Gaming","game,console,portable,play,controller,fun"
"no-smoking-circle","Activities","forbidden,stop,banned,block,round,radio,dot,shape"
"non-binary","Health","medical,wellness,care,fitness"
"notes","Other","music,memo,postit,song"
"npm","Development","code,dev,programming,software"
"npm-square","Development","shape,box,checkbox,region"
"number-0-square","Other","shape,box,checkbox,region"
"number-1-square","Other","shape,box,checkbox,region"
"number-2-square","Other","shape,box,checkbox,region"
"number-3-square","Other","shape,box,checkbox,region"
"number-4-square","Other","shape,box,checkbox,region"
"number-5-square","Other","shape,box,checkbox,region"
"number-6-square","Other","shape,box,checkbox,region"
"number-7-square","Other","shape,box,checkbox,region"
"number-8-square","Other","shape,box,checkbox,region"
"number-9-square","Other","shape,box,checkbox,region"
"numbered-list-left","Editor","bullet,menu,rows,items"
"numbered-list-right","Editor","bullet,menu,rows,items"
"o-square","Typography","oxygen,element,shape,box,checkbox,region"
"octagon","Shapes","geometry,figure,vector,draw"
"off-tag","System","switch,toggle,enable,disabled,inactive,muted,disconnected,label,badge,chip,price"
"oil-industry","Buildings","fuel,energy,gas,car"
"okrs","Business","work,office,company,meeting"
"on-tag","System","switch,toggle,enable,label,badge,chip,price"
"one-finger-select-hand-gesture","Gestures","touch,swipe,hand,mobile"
"one-point-circle","3D Editor","round,radio,dot,shape,anchor,handle,node,bezier"
"open-book","Activities","door,access,launch,expand,read,education,library,learn"
"open-in-browser","Actions","door,access,launch,expand"
"open-in-window","Actions","door,access,launch,expand"
"open-new-window","Actions","door,access,launch,expand"
"open-select-hand-gesture","Gestures","door,access,launch,expand,touch,swipe,hand,mobile"
"open-vpn","Security","door,access,launch,expand"
"orange-half","Food","meal,restaurant,cooking,kitchen"
"orange-slice","Food","meal,restaurant,cooking,kitchen"
"orange-slice-alt","Food","meal,restaurant,cooking,kitchen"
"organic-food","Nature","natural,eco,leaf,healthy"
"organic-food-square","Nature","natural,eco,leaf,healthy,shape,box,checkbox,region"
"orthogonal-view","3D Editor","3d,modeling,mesh,render"
"package","Transport","ship,shipment,amazon,box,travel,vehicle,commute,trip"
"package-lock","Transport","ship,shipment,amazon,secure,box,password,private,encrypt"
"packages","Transport","ship,shipment,amazon,stockage,deposit,boxes,box,travel,vehicle,commute,trip"
"pacman","Gaming","game,play,controller,fun"
"page","Docs","document,paper,file,site"
"page-down","Navigation","document,paper,file,site"
"page-edit","Docs","document,paper,file,site"
"page-flip","Other","document,paper,file,site"
"page-left","Navigation","document,paper,file,site"
"page-minus","Docs","document,paper,file,site,subtract,remove,delete,collapse"
"page-minus-in","Docs","document,paper,file,site,subtract,remove,delete,collapse"
"page-plus","Docs","document,paper,file,site,add,new,create,increase"
"page-plus-in","Docs","document,paper,file,site,add,new,create,increase"
"page-right","Navigation","document,paper,file,site"
"page-search","Docs","document,paper,file,site,find,magnify,lookup,query"
"page-star","Docs","document,paper,file,site,favorite,rating,review,bookmark"
"page-up","Navigation","document,paper,file,site"
"palette","Activities","colors,swatch,theme,design"
"panorama-enlarge","Photos and Videos","media,image,camera,record"
"panorama-reduce","Photos and Videos","media,image,camera,record"
"pants","Clothing","trousers,legs,clothing,fashion,bottom"
"pants-pockets","Clothing","trousers,legs,clothing,fashion,bottom,cargo,detail,storage"
"parking","Transport","drive,car,spot,place,auto,vehicle,lot,space,garage"
"password-check","Security","done,success,tick,approve,ok,complete"
"password-cursor","Security","mouse,pointer,click,select"
"password-xmark","Security","error,issue,close,cancel,delete,remove,dismiss,clear,wrong"
"paste-clipboard","Actions","paste,copy,notes,task"
"path-arrow","Navigation","direction,navigate,pointer,chevron,move"
"pause","Music","stop,wait,hold,interrupt"
"pause-window","System","browser,os,hold,wait,freeze,stop,interrupt"
"paypal","Finance","money,payment,banking,budget"
"pc-check","Security","done,success,tick,approve,ok,complete"
"pc-firewall","Security","safe,lock,protect,privacy"
"pc-mouse","System","controller,device,input,pointer,click,computer,pc"
"pc-no-entry","Security","forbidden,stop,banned,block"
"pc-warning","Security","alert,caution,danger,attention"
"peace-hand","Gestures","touch,swipe,mobile,hand"
"pen-connect-bluetooth","Devices","write,draw,edit,signature,wireless,pairing,peripheral"
"pen-connect-wifi","Devices","write,draw,edit,signature,wireless,internet,signal,network"
"pen-tablet","Devices","write,draw,edit,signature"
"pen-tablet-connect-usb","Devices","write,draw,edit,signature"
"pen-tablet-connect-wifi","Devices","write,draw,edit,signature,wireless,internet,signal,network"
"pentagon","Shapes","geometry,figure,vector,draw"
"people-tag","Users","people,society,person,users,group,team,crowd,label,badge,chip,price"
"percent-rotate-out","Finance","discount,sale,ratio,math,spin,turn,orientation,pivot"
"percentage","Activities","sport,hobby,leisure,outdoor"
"percentage-circle","Activities","round,radio,dot,shape"
"percentage-square","Activities","shape,box,checkbox,region"
"perspective-view","3D Editor","3d,modeling,mesh,render"
"pharmacy-cross-circle","Health","hospital,health,emergency,round,radio,dot,shape"
"pharmacy-cross-tag","Health","hospital,health,emergency,label,badge,chip,price"
"phone","Communication","call,mobile,contact,dial"
"phone-disabled","Communication","call,mobile,contact,dial"
"phone-income","Communication","call,mobile,contact,dial"
"phone-minus","Communication","call,mobile,contact,dial,subtract,remove,delete,collapse"
